id,platform,year,genre,publisher,na_sales,eu_sales,other_sales,jp_sales
2867,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.18,1.03999999984059
768,PS2,2010,Adventure,Alchemist,0,0,0,1.0199999996979
5708,WiiU,2015,Misc,Nintendo,0.69,0.5,0.11,1.24000000047499
872,DS,2009,Simulation,505 Games,0.83,0.66,0.18,1.07999999985298
2748,PS,1997,Puzzle,Compile,0,0,0.07,2.06999999942604
2910,NES,1987,Fighting,Nintendo,0.77,0.18,0.03,2.419999999592
5047,DS,2007,Shooter,Activision,0.96,0.02,0.08,1.0100000001483
1581,PSP,2012,Adventure,Idea Factory,0,0,0,1.0499999998221
987,PS3,2008,Platform,Sega,0.56,0.33,0.14,1.0100000001483
5753,SNES,1994,Action,Nintendo,0.57,0.12,0.02,1.71000000083009
4954,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0,0.01,1.1300000003116
2245,PS4,2016,Action,Hello Games,0.58,0.74,0.26,1.0199999996979
1291,PS4,2014,Action,Deep Silver,0.22,0.3,0.12,1.03999999984059
3112,DS,2010,Simulation,Natsume,0.27,0.06,0.03,1.2200000003109
4833,3DS,2015,Puzzle,Nintendo,0,0,0,1.10999999964009
420,PS3,2007,Adventure,Sony Computer Entertainment,0,0,0,1.07999999985298
1181,PSV,2015,Action,FuRyu,0,0,0,1.03999999984059
5412,SAT,1995,Misc,Victor Interactive,0,0,0,1.0199999996979
474,DS,2005,Simulation,Nintendo,0.3,0.01,0.03,1.0199999996979
1356,X360,2006,Shooter,Ubisoft,0,0,0,1.0100000001483
3544,DS,2009,Misc,Nintendo,0,0,0,1.10000000021524
4296,PS,1998,Fighting,SNK,0,0,0,1.0499999998221
2075,X360,2011,Fighting,Rising Star Games,0.23,0.07,0.03,1.0100000001483
4600,PS2,2008,Adventure,Kadokawa Shoten,0,0,0,1.0100000001483
2903,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0,1.21000000047353
225,DC,1999,Sports,Sega,0,0,0,1.0499999998221
1428,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.05,0.04,1.05999999986859
2411,DS,2007,Strategy,Konami Digital Entertainment,0,0.01,0,1.03999999984059
4619,X360,2010,Action,Take-Two Interactive,3.7,1.97,0.57,1.08999999973725
3949,NES,1985,Sports,Nintendo,0.18,0.23,0.02,2.53000000065924
5993,DS,2008,Platform,505 Games,0,0,0,1.14999999956857
715,3DS,2012,Role-Playing,Atlus,0.13,0.02,0.01,1.1399999995367
3184,PSP,2013,Adventure,D3Publisher,0,0,0,1.0199999996979
4870,Wii,2006,Misc,Sega,1.07,0.92,0.24,1.03999999984059
3957,PS3,2010,Action,Electronic Arts,0.64,0.28,0.13,1.03999999984059
5543,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.02,1.02999999975121
1940,PS3,2012,Adventure,Namco Bandai Games,0,0,0,1.02999999975121
2386,PSP,2010,Adventure,GN Software,0,0,0,1.0100000001483
3604,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.01,1.10999999964009
4950,N64,1996,Platform,Nintendo,6.91,2.85,0.23,2.9099999994663
4074,DS,2009,Misc,Rocket Company,0,0,0,1.05999999986859
1061,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.24,1.77999999945889
4685,PS3,2015,Role-Playing,Tecmo Koei,0,0,0,1.0499999998221
6055,DS,2007,Shooter,Konami Digital Entertainment,0.28,0,0.02,1.0100000001483
3803,3DS,2012,Action,Rocket Company,0,0,0,1.1300000003116
522,PSP,2010,Misc,Hudson Soft,0,0,0,1.06999999949302
957,DS,2007,Strategy,Banpresto,0,0,0,1.29999999939226
5759,PSV,2015,Action,Capcom,0.01,0.05,0.01,1.05999999986859
4434,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.02,1.0499999998221
4059,WiiU,2015,Misc,Namco Bandai Games,0,0,0,1.05999999986859
425,PS2,2005,Shooter,Activision,1.48,0.92,0.26,1.0100000001483
1621,PSP,2011,Simulation,Namco Bandai Games,0,0,0,1.11999999965616
4747,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,0,1.0199999996979
1407,PSP,2013,Adventure,Idea Factory,0,0,0,1.0199999996979
2747,X360,2008,Shooter,THQ,0.34,0.15,0.05,1.0100000001483
5754,PSP,2011,Action,Level 5,0,0,0,1.2200000003109
620,PS4,2015,Action,Tecmo Koei,0.07,0.04,0.02,1.02999999975121
1016,PSP,2012,Action,Broccoli,0,0,0,1.0100000001483
3470,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.13,1.02999999975121
4495,DS,2008,Misc,Nintendo,0.58,0.51,0.14,2.9299999999151
461,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.37,1.03999999984059
2110,X360,2006,Shooter,Capcom,1.09,0.04,0.11,1.10000000021524
2651,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0,1.10000000021524
18,SAT,1997,Strategy,Banpresto,0,0,0,1.55000000010671
2443,PS2,2008,Adventure,Alchemist,0,0,0,1.0199999996979
2693,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.17,0.07,1.0100000001483
4673,PS2,2007,Misc,Sega,0,0,0,1.0199999996979
2577,PSP,2009,Misc,Aqua Plus,0,0,0,1.03999999984059
470,PSP,2010,Role-Playing,Nippon Ichi Software,0.05,0,0.01,1.02999999975121
905,PS2,2007,Role-Playing,Atlus,0,0,0,1.0499999998221
1793,PS2,2004,Simulation,Kadokawa Shoten,0,0,0,1.0199999996979
4061,GB,1992,Platform,Nintendo,2.71,0.61,0.11,2.69999999997223
5397,Wii,2008,Simulation,Nintendo,1.87,1.12,0.37,2.32000000074653
3932,PSV,2014,Adventure,Kadokawa Games,0,0,0,1.0100000001483
2542,Wii,2008,Action,Capcom,0.45,0.1,0.05,1.03999999984059
6000,PS2,2000,Fighting,Tecmo Koei,0,0,0,1.10999999964009
1207,DS,2010,Action,Namco Bandai Games,0.05,0.02,0.01,1.07999999985298
4294,PS2,2001,Fighting,THQ,1.19,1.15,0.41,1.03999999984059
632,NES,1984,Shooter,Nintendo,26.93,0.63,0.47,1.28000000008765
3915,PSP,2007,Fighting,Grand Prix Games,0,0,0,1.05999999986859
5630,3DS,2015,Action,Nintendo,0,0,0,1.03999999984059
4919,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.53,1.03999999984059
3632,X360,2008,Fighting,Ubisoft,0.92,0.44,0.15,1.06999999949302
2399,DS,2010,Sports,Sega,0,0,0,1.1300000003116
3194,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0,0,1.02999999975121
2743,X360,2011,Fighting,PQube,0,0.03,0,1.0199999996979
4761,DS,2007,Misc,Namco Bandai Games,0,0,0,1.08999999973725
2189,PSV,2015,Action,Namco Bandai Games,0,0,0,1.0199999996979
910,PS,2001,Simulation,Konami Digital Entertainment,0,0,0,1.0199999996979
3777,DC,2000,Sports,Konami Digital Entertainment,0,0,0,1.05999999986859
513,PS3,2013,Role-Playing,Activision,0.71,0.83,0.35,1.14999999956857
871,PS2,2007,Adventure,505 Games,0,0,0,1.0499999998221
2364,PSP,2009,Action,Ubisoft Annecy,0.03,0.03,0.02,1.37999999976662
3245,GBA,2003,Platform,Nintendo,0,0,0.01,1.4299999996113
2154,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,0.01,3.17000000035127
3750,DS,2010,Misc,Namco Bandai Games,0,0,0,1.0199999996979
5430,PS,2000,Sports,Konami Digital Entertainment,0,0,0.01,1.07999999985298
5080,PS2,2000,Puzzle,Sony Computer Entertainment,0,0,0,1.03999999984059
874,PSP,2010,Simulation,Namco Bandai Games,0.06,0.05,0.03,1.14999999956857
4288,SAT,1995,Misc,Sega,0,0,0,1.0499999998221
819,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0,1.07999999985298
103,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.12,1.0100000001483
5413,PSP,2013,Role-Playing,Aqua Plus,0,0,0,1.07999999985298
702,NES,1984,Action,Nintendo,0.8,0.19,0.03,1.83000000026841
5938,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.15,1.0199999996979
1177,DS,2007,Misc,Nintendo,0,0,0,1.18999999985311
3442,DS,2008,Role-Playing,Takara Tomy,0,0,0,1.06999999949302
1532,PSP,2009,Simulation,From Software,0,0,0,1.07999999985298
1623,DS,2008,Simulation,Sega,0,0,0,1.0199999996979
2602,PSV,2014,Misc,Sega,0,0,0,1.0199999996979
663,X360,2009,Fighting,PQube,0.21,0.08,0.03,1.03999999984059
669,XB,2002,Racing,Sega,0.14,0.04,0.01,1.0199999996979
465,PS3,2011,Fighting,Namco Bandai Games,0,0,0,1.53999999934467
4576,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,0.17,3.10999999940555
1279,DS,2010,Role-Playing,Rocket Company,0,0,0,1.11999999965616
1869,DS,2009,Misc,AQ Interactive,0.08,0,0.01,1.0199999996979
1492,PS3,2011,Role-Playing,Capcom,0,0,0,1.49999999983775
135,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0,1.03999999984059
1624,PSV,2015,Action,Idea Factory,0,0,0,1.0199999996979
4183,3DS,2016,Action,GungHo,0,0,0,1.20000000024725
1160,PS3,2015,Action,Namco Bandai Games,0,0,0,1.0199999996979
636,PS2,2002,Racing,Zoo Digital Publishing,0,0,0,1.0199999996979
2940,Wii,2009,Adventure,Sega,0,0,0,1.0199999996979
4351,PS3,2010,Sports,Konami Digital Entertainment,0,0,0,1.21000000047353
2511,3DS,2012,Role-Playing,Level 5,0,0,0,1.05999999986859
3068,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.07,1.02999999975121
5473,PSV,2015,Action,5pb,0,0,0,1.0199999996979
537,3DS,2013,Role-Playing,Nintendo,5.17,4.05,0.79,5.34000000014897
5942,DS,2008,Role-Playing,Sega,0.51,0.29,0.09,1.0100000001483
5848,PS4,2015,Action,Bethesda Softworks,0.11,0.18,0.06,1.0199999996979
1403,PS,2001,Role-Playing,Atlus,0,0,0.01,1.08999999973725
2926,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,0,1.1399999995367
4371,PS3,2014,Shooter,Bethesda Softworks,0.14,0.25,0.09,1.0199999996979
5313,DS,2008,Role-Playing,Tecmo Koei,0.16,0,0.01,1.0199999996979
55,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0,1.0199999996979
2599,DS,2007,Puzzle,Nintendo,0.14,0.01,0.01,1.1599999998628
886,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.45,1.07999999985298
234,PS2,2006,Simulation,Hamster Corporation,0,0,0,1.0199999996979
305,SNES,1995,Sports,Namco Bandai Games,0,0,0,1.02999999975121
3253,DS,2010,Action,Namco Bandai Games,0,0,0,1.08999999973725
4400,PS2,2007,Sports,Konami Digital Entertainment,0,0,0,1.18999999985311
5665,PS3,2012,Adventure,PQube,0.01,0.04,0.01,1.0199999996979
5651,3DS,2011,Role-Playing,Ghostlight,0.28,0.01,0.02,1.05999999986859
134,DS,2007,Misc,Shogakukan,0,0,0,1.10000000021524
5354,N64,1998,Racing,Video System,0.46,0.96,0.08,1.08999999973725
5190,GBA,2002,Action,Nintendo,1.18,0.27,0.06,1.17000000022269
1967,3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.04,1.26999999940247
3064,PS3,2014,Action,Konami Digital Entertainment,0.14,0.14,0.06,1.26999999940247
1261,DS,2005,Misc,Nintendo,4.75,9.26,2.05,5.15999999745369
430,DS,2010,Action,Level 5,0,0,0,1.47000000030775
5409,PSP,2012,Action,Namco Bandai Games,0,0,0,1.0199999996979
4944,PSV,2012,Adventure,Nippon Ichi Software,0,0,0,1.02999999975121
2762,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0,1.0499999998221
2745,X360,2009,Shooter,Cave,0,0,0,1.02999999975121
442,PS,1999,Misc,Aruze Corp,0,0,0.04,1.49999999983775
1460,PS2,2006,Shooter,Namco Bandai Games,0,0,0,1.49000000006352
3664,PSP,2011,Action,Spike,0,0,0,1.0499999998221
3229,3DS,2015,Action,Capcom,0,0,0,1.18999999985311
2793,PSV,2016,Role-Playing,Tecmo Koei,0,0,0,1.02999999975121
47,PS2,2007,Strategy,Banpresto,0,0,0,1.29999999939226
6042,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0,1.21000000047353
5187,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.05,1.0100000001483
4470,PS3,2011,Adventure,Namco Bandai Games,0,0,0,1.02999999975121
608,DS,2009,Role-Playing,Marvelous Interactive,0,0,0,1.03999999984059
2550,PS2,2003,Misc,Hudson Soft,0,0,0,1.34999999939204
1112,Wii,2012,Action,Nintendo,0,0,0,1.10000000021524
4812,PSV,2014,Adventure,Prototype,0,0,0,1.0199999996979
3037,GB,1999,Role-Playing,Imagineer,0,0,0,1.53999999934467
3208,DS,2009,Role-Playing,Namco Bandai Games,0,0,0,1.0100000001483
489,PS4,2015,Role-Playing,Idea Factory International,0,0,0,1.03999999984059
164,3DS,2012,Misc,Sega,0.07,0.07,0.01,1.11999999965616
5398,PSP,2011,Strategy,Acquire,0,0,0,1.07999999985298
4751,SNES,1995,Sports,Konami Digital Entertainment,0,0,0,1.1599999998628
630,DS,2008,Simulation,Nintendo,0.63,0.84,0.19,1.95999999952485
1072,DS,2006,Sports,Konami Digital Entertainment,0,0,0,1.14999999956857
5219,PSP,2012,Action,Views,0,0,0,1.0199999996979
567,Wii,2009,Adventure,Square Enix,0,0,0,1.0100000001483
1286,Wii,2012,Role-Playing,Level 5,0,0,0,1.10000000021524
1092,PSP,2009,Simulation,Success,0,0,0,1.0100000001483
1589,GBA,2003,Puzzle,Nintendo,0.4,0.11,0.02,1.69999999989431
1565,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.01,1.10000000021524
2683,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.06,1.11999999965616
5703,SAT,1997,Role-Playing,Hudson Soft,0,0,0,1.26000000004613
3727,DS,2009,Puzzle,Nintendo,0.3,0.03,0.03,1.1599999998628
1488,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,1.10999999964009
1011,N64,1997,Shooter,Acclaim Entertainment,0,0,0,1.0499999998221
5715,PS2,2005,Action,Capcom,0.99,0.63,0.19,1.28999999951808
3850,PS2,2007,Sports,Konami Digital Entertainment,0,0,0,1.10999999964009
4158,DS,2009,Sports,Namco Bandai Games,0,0,0,1.11999999965616
730,PS3,2016,Misc,Namco Bandai Games,0,0,0,1.0199999996979
4215,PSV,2016,Adventure,Unknown,0,0,0,1.02999999975121
5600,PS2,2007,Shooter,Electronic Arts,0,0,0,1.02999999975121
5676,DS,2009,Racing,Tecmo Koei,0.05,0,0,1.0199999996979
1346,PSP,2009,Fighting,Namco Bandai Games,0,0,0,1.40999999944999
2438,PSV,2015,Action,Konami Digital Entertainment,0,0,0,1.1300000003116
1545,PS3,2012,Action,Namco Bandai Games,0,0,0,1.0199999996979
1276,SAT,1997,Platform,Sega,0,0,0,1.11999999965616
1877,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.09,1.66999999928413
6046,N64,2000,Fighting,Nintendo,0,0,0.05,1.34000000004982
2870,Wii,2008,Misc,Nintendo,1.36,1.13,0.32,1.46000000040844
2286,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.01,1.07999999985298
5596,PSP,2013,Adventure,Idea Factory,0,0,0,1.03999999984059
5407,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.08,1.0100000001483
1162,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.02,1.10000000021524
1173,PS,1999,Sports,Konami Digital Entertainment,0,0,0.02,1.24999999960724
2770,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.01,1.02999999975121
2863,WiiU,2013,Platform,Ubisoft,0.26,0.33,0.06,1.02999999975121
1415,SNES,1994,Strategy,Banpresto,0,0,0,1.37000000021915
1605,GBA,2004,Adventure,Nintendo,0,0,0,1.10999999964009
4394,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0,0,1.10999999964009
93,3DS,2016,Simulation,Marvelous Interactive,0,0,0,1.18999999985311
2833,PSP,2009,Simulation,Rising Star Games,0.07,0.02,0.02,1.0499999998221
6028,PS2,2008,Adventure,5pb,0,0,0,1.03999999984059
2004,3DS,2015,Action,Nintendo,0.52,0.33,0.08,1.17000000022269
4894,PS3,2014,Action,Namco Bandai Games,0,0,0,1.1399999995367
4227,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0,1.14999999956857
2085,NES,1986,Action,Nintendo,3.74,0.93,0.14,2.69000000103902
657,SAT,1996,Adventure,Sega,0,0,0,1.40999999944999
2441,DS,2006,Puzzle,Sega,0,0,0,1.28000000008765
5881,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.07,1.0100000001483
